TEXT,RESULT
"Saya fikir berucaplah sekuat mana sekali pun, tulislah sebanyak mana kertas cadangan tapi sekiranya rejim yang sama terus mentadbir negara, perubahan tuntas yang kita mahukan mustahil akan terlaksana kerana 'political will' itu tidak wujud",Negative
"Itu keputusan parti, biar Bersatu putuskan",Neutral
Saya tak boleh pandai-pandai takut dipecat tidak sampai lima minit,Neutral
Bukan itu sahaja Wan Saiful akan ditempatkan dalam Majlis Pimpinan Tertinggi Bersatu bagi mengisi kekosongan posisi yang ditinggalkan beberapa ahli parti.,Neutral
Penyertaan Wan Saiful dijangka mampu meningkatkan lagi imej parti terutama memberi sumbangan idea,Positive
"Jangan undi dacing, jangan undi bulan.",Negative
Dan bulan itu sebagai pengacau untuk menarik undi Pakatan Harapan.,Negative
"Bulan ini tidak boleh menang, dia buat kacau sahaja.",Negative
Bulan ada untuk sokong BN,Negative
Orang Asli perlukan hutan kerana itu sumber pendapatan mereka.,Neutral
"Kegiatan dan perlombongan telah memberi kesan kepada kehidupan penduduk, malah mereka hidup di dalam debu.",Negative
"Pakatan Harapan akan berusaha untuk mengurangkan, malah sebaiknya menghentikan kegiatan-kegiatan ini demi menjamin kehidupan yang lebih baik buat penduduk khususnya Orang Asli",Positive
"“Kita (Muslimat) tak ada masalah dengan baiah, kerana dapat kukuhkan Pas di Kelantan.",Positive
Ini juga menjelaskan kepada rakyat bahawa kita serius dalam kepimpinan di peringkat kebangsaan dan negeri.,Positive
"Insya-ALLAH kita yakin apa yang dibawa Tok Guru, Allahyarham Datuk Nik Abdul Aziz Nik Mat telah nampak keberkesanan",Positive
"Mereka (bekas ahli Pas) lafazkan baiah dalam keadaan sedar, jawablah dengan ALLAH",Neutral
"Baiah buktikan setiap calon perlu bersiap sedia, bukan main-main kerana ada tanggung jawab dipikul.",Neutral
Rakyat Malaysia perlu celik bahawa kita serius isu kepimpinan negara dan negeri. ,Positive
"Ia tidak boleh dijual beli,",Positive
"Defendan (Mohd Rafizi) seolah-olah ingin memberi gambaran bahawa LTAT tidak punya dana yang cukup untuk membayar gratuiti pesara-pesara tentera, walhal kenyataan tersebut adalah tidak benar sama sekali",Positive
Plaintif (LTAT) telah menjelaskan semua permohonan pesara tentera yang telah lengkap dan diterima daripada Urusan Gaji Angkatan Tentera telah diproses dan pembayaran telah dibuat,Positive
Kita (Harapan) mungkin akan perkenalkan balik PPSMI. ,Neutral
"Kalau majoriti rakyat nak (PPSMI), kita akan laksanakan.",Positive
"Tapi dalam hal ini, terpulang kepada rakyat dan kita akan (pertimbangkan) jika itu yang mereka mahu",Positive
Sukan sering dicalar pelbagai perkara yang bak kata 'kerana nila setitik rosak susu sebelanga',Negative
"Saya berjanji kepada diri saya, PDRM akan berada di barisan hadapan sekiranya ada yang menjual perlawanan terutamanya bookie yang campur tangan dan mengaut keuntungan bagi poket sendiri",Positive
"Jaguh sukan lahir bukan sebab keturunan, ketokohan muncul dengan latihan berterusan. Jadi, ia perlu direncana secara berstruktur, tentu Kementerian Belia dan Sukan akan diberi peruntukan lebih besar kerana sukan bukan hanya untuk suka-suka",Positive
"Perkara ini sudah diselesaikan Perdana Menteri (Datuk Seri Najib Razak) dan beliau sudah memberitahu bukan hanya kepada rakan dalam parti komponen, malah Jemaah Menteri supaya apa yang sudah diperjelaskan oleh Robert Kuok itu diterima baik.",Positive
Perdana Menteri juga sudah memberi penjelasan tentang isu berkenaan dalam kenyataannya dan pihak kerajaan menerima baik penjelasan itu.,Positive
"Beliau sendiri meminta agar isu ini tidak lagi dipolemikkan dan berlandaskan alasan itu, kita terima dengan cukup berlapang dada",Positive
Kita mempunyai MoU (Memorandum Persefahaman) dengan Arab Saudi dalam bidang keselamatan dan kita akan terus berkongsi pengalaman dan kepakaran Malaysia dalam deradikalisasi untuk pengganas khususnya daesh,Positive
Kerajaan Malaysia khususnya Kementerian Pengangkutan akan memastikan impian itu dipenuhi,Positive
"Menerusi pembentangan Bajet 2018 yang lalu, kerajaan menyediakan peruntukan mencukupi bagi mempromosi dan meningkatkan kemudahan pelancongan di negara ini.",Positive
Sebanyak RM400 juta diperuntukkan bagi menggalakkan industri berkenaan termasuk pengurangan cukai bagi tajaan oleh syarikat swasta yang menganjurkan program kebudayaan dan kesenian,Positive
"Rakyat Malaysia yang berfikiran waras akan ingat bagaimana Mahathir memulakan serangan berita palsu terhadap 1MDB, apabila menyatakan dengan salah bahawa 'RM42 bilion telah hilang', hanya untuk dibuktikan berulang kali bahawa kenyataan itu adalah salah",Positive
"Hakikatnya adalah sumber tuduhan tu terkandung dalam tuntutan sivil Jabatan Kehakiman (DoJ) Amerika Syarikat, yang sebenarnya telah ditangguhkan sejak Ogos 2017.",Positive
"Sehingga hari ini, selain dakwaan asas yang terkandung dalam tuntutan sivil itu, DoJ belum mengemukakan sebarang bukti kukuh bahawa Jho Low ialah pemilik sebenar kapal mewah itu ataupun ia dibeli menggunakan dana daripada 1MDB",Neutral
"Pembangkang gagal menyatakan bahawa dakwaan sumber dana dalam tuntutan sivil DoJ adalah daripada Aabar BVI, yang menurut DoJ, dikatakan mempunyai urusan perniagaan dengan Jho Low.",Positive
"1MDB berulang kali menjelaskan bahawa walaupun ia mempunyai urusan perniagaan dengan Aabar BVI, 1MDB tidak mempunyai sebarang urusan perniagaan dengan Jho Low dan yang lebih penting, 1MDB bukanlah pihak dalam tuntutan sivil DoJ",Positive
"Sebagai antara negara yang lebih membangun, Malaysia boleh memainkan peranan penting dengan berkongsi pengalaman dan kemahirannya dalam membangunkan kawasan luar bandar.",Positive
"Kami bersedia untuk berkongsi pengalaman dan pengetahuan dalam pembangunan ekonomi dan sosial dengan negara membangun lain, seperti melalui rangka Program Kerjasama Teknikal Malaysia (MTCP), yang telah menunjukkan kesediaan Malaysia berkongsi pengalaman pembangunannya dengan negara-negara Selatan-Selatan .",Positive
"Sejak 35 tahun lepas, kami telah membantu negara-negara kurang maju dalam bidang seperti perancangan ekonomi, kewangan dan perdagangan, pertanian, pendidikan, latihan teknikal industri dan diplomasi",Positive
"Sejak zaman pemerintahan Penjaga Dua Kota Suci Raja Abdulaziz Al Saud, tidak pernah ada pihak bersaing dengan Arab Saudi dalam pengurusan Haramain ini.",Positive
Kami menolak sebarang percubaan untuk merosak atau memusnahkan Tanah Suci dan akan menjaga tempat itu sebaik-baiknya serta memberi tumpuan kepada kepentingan Islam,Positive
"Dalam mesyuarat kerajaan negeri baru-baru ini, kita telah membincangkan tentang peluang dan bagaimana pendekatan untuk memudahkan golongan ini memiliki rumah.",Positive
"Jadi, saya anjurkan semua pihak termasuk pemaju perumahan supaya melaksanakan pendekatan ini.",Positive
Ia bukan dasar yang menjadi kemestian tetapi menunjukkan dasar berkebajikan kita yang prihatin kepada keperluan rakyat khususnya golongan berkenaan,Positive
"Insya-Allah pada 2050, kita akan dapat lihat pelaksanaan sepenuhnya program-program yang telah dipersetujukan dalam resolusi tersebut",Positive
"Selain kedua-dua negara mempunyai perjanjian kerjasama dalam bidang keselamatan, lawatan itu mampu mengukuhkan lagi hubungan dua hala Malaysia dan Arab Saudi",Positive
Pendidikan sudah pasti akan menjadi (projek kegemaran) saya secara peribadi dan sebagai duta Turki di sini.,Positive
Ia merupakan satu keghairahan buat diri saya.,Positive
Saya berharap kerjasama seperti ini dapat diteruskan dan seterusnya dapat menjadikan kementerian ini sebagai kementerian yang benar-benar dapat membantu rakyat.,Positive
Saya juga mengharapkan semua berita yang dihasilkan oleh pihak media adalah berfakta dengan mesej yang positif agar rakyat dapat faham dengan lebih jelas mengenai semua usaha yang dilakukan kementerian,Positive
Kami telah menerima permohonan untuk menjadikan flat perumahan sedia ada menjadi bilik darjah tingkatan enam dan kementerian telah meluluskan peruntukan RM15 juta bagi projek tersebut,Positive
Kami sentiasa menyokong usaha memperkasa keusahawanan di kalangan usahawan wanita.,Positive
"Pada kali ini kami turut berkongsi maklumat mengenai pelbagai perkhidmatan, pembiayaan dan program yang tersedia untuk usahawan wanita IKS di Sabah melalui perkongsian idea, pengalaman, aspirasi serta paling penting, mempromosi produk ke peringkat yang lebih luas",Positive
"Tahun ini, lebih 4,500 institusi telah dinilai dalam 48 subjek dan lima Bidang Subjek Luas, menjadikan Ranking Subjek QS 2018 sebagai yang paling komprehensif.",Positive
"Oleh itu, prestasi signifikan ini sebahagian besar disebabkan oleh komitmen yang kuat oleh ahli fakulti UTM untuk memberi sokongan terbaik dalam memudahkan pengalaman pembelajaran pelajar sambil memanfaatkan bakat yang berpotensi di kalangan pelajar untuk berusaha ke arah mencapai kecemerlangan",Positive
"Saya amat pasti dan menggunakan pertimbangan sewajarnya ketika menulis kenyataan tersebut,",Positive
"Sebagai negara yang menandatangani WHO (Pertubuhan Kesihatan Sedunia), kami juga komited untuk mencapai Strategi Sektor Kesihatan Global 2016-2021 dengan matlamat untuk menghapuskan viral hepatitis menjelang tahun 2030",Positive
"Sebagai antara negara yang lebih membangun, Malaysia boleh memainkan peranan penting dengan berkongsi pengalaman dan kemahirannya dalam membangunkan kawasan luar bandar.",Positive
"Kami bersedia untuk berkongsi pengalaman dan pengetahuan dalam pembangunan ekonomi dan sosial dengan negara membangun lain, seperti melalui rangka Program Kerjasama Teknikal Malaysia (MTCP), yang telah menunjukkan kesediaan Malaysia berkongsi pengalaman pembangunannya dengan negara-negara Selatan-Selatan.",Positive
"Sejak 35 tahun lepas, kami telah membantu negara-negara kurang maju dalam bidang seperti perancangan ekonomi, kewangan dan perdagangan, pertanian, pendidikan, latihan teknikal industri dan diplomasi",Positive
Kami dapati tiada merit dalam rayuan itu,Neutral
"Saya rasa gembira dan perdana menteri juga amat gembira melihat keseluruhan projek MRT berjalan dengan lancar,",Positive
Ia berjalan lancar.,Positive
Saya amat gembira melihat projek ini berjalan lancar. ,Positive
Ia membabitkan banyak kerja,Neutral
Esok kita akan menjual daging daripada tiga ekor lembu manakala empat ekor lagi akan disembelih Sabtu ini,Neutral
"Harga daging dan bahagian lain akan dijual lebih murah daripada harga pasaran antaranya hati, limpa dan tulang, akan dijual pada harga RM17 sekilogram berbanding RM20 hingga RM22 di pasaran",Positive
Apa dilakukan kerajaan pada masa ini adalah untuk terus meningkatkan kemajuan bidang pendidikan dan proses pembelajaran dan pengajaran,Positive
Kedua-dua sekolah dapat berkongsi pelbagai kemudahan seperti padang,Positive
"Kita masih tak mampu untuk mengeluarkan peralatan persenjataan, apatah lagi menghasilkan kepingan artileri yang asli",Negative
Kerajaan perlu lebih serius dalam membangunkan sesetengah peralatan ketenteraan kita bagi mengurangkan kebergantungan kepada pembelian luar,Positive
"Tambahan lagi pada masa kini negara tidak menghadapi ancaman konvensional yang serius, sebaliknya kita menghadapi ancaman bukan konvensional seperti anti-keganasan dan pemeliharaan keselamagan di Timur Sabah",Neutral
Saya amat pasti dan menggunakan pertimbangan sewajarnya ketika menulis kenyataan tersebut,Positive
"Saya memperoleh sumber bagi penulisan itu dengan banyak membaca setiap hari selain merujuk kepada akhbar, blog dan laman Facebook.",Positive
Itu adalah asas kepada penulisan saya dan saya membuat kesimpulan melaluinya.,Neutral
Ia adalah satu pandangan dan saya bukan individu yang senang untuk membuat silap,Neutral
Saya percaya saya perlu berkongsi maklumat yang berasas dan penting terutamanya maklumat berkaitan dengan kepimpinan negara dan rakyat Malaysia supaya rakyat dapat mengetahui dan memilih kepimpinan negara yang berkaliber dan sesuai dalam pandangan rakyat,Positive
"Berdasarkan sumber-sumber yang didapati daripada pembacaan dan pemerhatian, saya rasakan adalah tidak adil kepada rakyat yang mengundi apabila mereka dibiarkan tertanya-tanya akan permainan politik pihak pembangkang",Negative
"Kami mempunyai kewajipan untuk mencari semua yang dikehendaki atau (sesiapa sahaja) dalam senarai itu, termasuk dalam notis merah Interpol. ",Neutral
"Tetapi, saya tidak nampak nama itu,",Neutral
"Apabila dapat surat dari MAB, lain pula jumlah yang diberikan, berbeza dengan jumlah yang dipersetujui di antara pihak keluarga dan peguam",Negative
"Ketika itu, dia masih belum bekerja, masih belajar. ",Neutral
Mereka (MAB) mahukan bukti transaksi yang dilakukan secara ‘black and white’,Neutral
"“Dia (Ali) memang ada berikan wang kepada keluarga setiap bulan, tetapi tidak ada hitam dan putihnya, memandangkan ia selalu diberikan secara terus",Neutral
Kami dapat sahkan kedua-dua pihak sudah perolehi keputusan secara baik dan sulit.,Positive
"Bagaimanapun, kami tidak akan mendedahkan butiran lanjut untuk menghormati privasi dan keselamatan ahli keluarga yang terjejas",Neutral
Anda kena tanya China Press lah sebab saya tak boleh cakap apa yang berlaku dalam mesyuarat jemaah menteri.,Neutral
" Jadi, kalau puncanya daripada MCA, tanya MCA lah,",Neutral
"Apa yang berlaku dalam jemaah menteri semua itu rahsia, melainkan kalau perdana menteri sendiri nak bercakap atau ada jurucakap yang dilantik.",Neutral
Artikel itu yang mendakwa saya menerima RM100 juta daripada Kuok (Tan Sri Robert Kuok) yang dibayar selama 4 tahun sejak pilihan raya umum (PRU) lalu.,Neutral
Artikel itu turut menyatakan saya bertanggungjawab terhadap sekumpulan evangelis radikal yang menganjurkan aktiviti bagi mencetuskan permusuhan antara orang Melayu dan Cina.,Neutral
"Ia mendakwa saya anti-Muslim dan anti-Islam serta merancang orang Cina memerintah Malaysia,",Negative
"Di negara lain, berita palsu digunakan kerajaan autoritarian untuk melenyapka (tuduhan) pelanggaran hak asasi manusia.",Negative
"Di Malaysia, ia digunakan untuk menghilangkan (berita) rasuah.",Negative
Lihat RM400 juta yang mungkin dirampas kerajaan Switzerland kerana ia adalah wang dikaitkan dengan 1MDB.,Negative
"Semalam, kami dengar rampasan kapal layar Equanimity bernilai hampir RM1 bilion didakwa milik ahli perniagaan, Low Taek Jho, di mana jet Bombardier Global 5000 dia disita awal Februari lalu",Negative
"Saya akan mencadangkan ketua pembangkang, Datuk Seri Dr Wan Azizah Wan Ismail yang akan memulakan perbahasan untuk membuat pindaan usul terima kasih kepada Agong dengan meminta kerajaan membuat tuntutan terhadap aset berkaitan 1MDB",Positive
"Catatan itu menunjukkan Exco PKR Selangor, Elizabeth Wong, Adun PKR, Chua Yee Ling dan Ahli Majlis Selayang daripada PKR, Fok Wai Mun di sebuah acara perayaan Cina, tetapi membabitkan saya dalam gambar itu",Neutral
Catatan itu mendakwa saya akan melakukan apa sahaja untuk (mendapat) undi Cina.,Negative
Ini adalah fitnah terbesar kerana hidangan babi dalam gambar itu sangat sensitif kepada umat Islam.,Negative
Perkara ini memalukan dan menjejaskan saya dengan teruk. ,Negative
Orang dari luar bandar yang tidak kenal Wong mungkin percaya ini adalah saya seperti dipaparkan dalam catatan tersebut.,Negative
Berita palsu seperti ini perlu dihentikan segera.,Positive
"Setiap kali saya pergi ke mana sahaja, orang Melayu dan Cina akan tanya saya adakah benar catatan Facebook itu.",Neutral
"Kalau ada apa-apa, kita minta kebenaran. ",Neutral
Apa yang kita buat tak pernah melanggar apa yang ada dalam peraturan.,Positive
"Kalau kita menangguhkan (pemilihan parti), kita menangguhkan dengan kebenaran JPPM (Jabatan Pendaftaran Pertubuhan Malaysia)",Neutral
Selesaikan masalah mereka dengan JPPM,Neutral
Jho Low ada tak dalam kapal itu? ,Neutral
"Orang bertanya Jho Low di mana, 7 anak kapal telah ditahan di perairan Indonesia.",Neutral
"Negara jiran kita di Bali hebat, besar kapal itu.",Neutral
"Namun, kenapa di pihak Indonesia yang rakan kita di negara itu mampu mengambil tindakan kerana sudah ada keputusan yang dibuat DoJ, jadi isu yang berkaitan 1MDB boleh diambil tindakan.",Neutral
"Kenapa di Malaysia yang mana segala-gala masalah berpunca di sini, satu tindakan tidak diambil? ",Negative
"Kalau kapal dah dirampas, boleh tak saman untuk menangkap Jho Low dikeluarkan?",Neutral
Misi pencarian semakin rancak dan ia berjalan dengan baik,Positive
Kami yakin pencarian akan dapat menemukan pesawat hilang itu,Positive
Namun pendirian MCA tegas iaitu terus mempertahankan keharmonian negara dan kepentingan masyarakat Cina,Positive
Kita akan lihat semula melalui apa saja dapatan daripada resolusi Majlis Perundingan Islam (MPI) ini bagi pewujudan Suruhanjaya Pendidikan Malaysia.,Neutral
